mistake_id	text_id	sentence_id	mistake_type	error_span	correction	span_start	span_end
58	118	22	Coherence	there are must be different rules	some rules must be there OR some rules must be different	1160	1193
72	118	22	Redundant_comp	are must be	must be	1166	1177
3	118	3	Spelling	govement	government	136	144
2	118	3	Articles	govement	the	136	144
6	118	4	Word_order	it needs in changes	does it need changes	162	181
4	118	4	Prepositions	in		171	173
74	118	6	Infinitive_constr	for showing	to share	307	318
77	118	6	Word_choice	for showing	to share	307	318
75	118	6	Infinitive_constr	museums for showing	for museums to show	332	351
14	118	6	Conjunctions	museums for showing pictures	and for museums to show pictures in their collections	332	360
15	118	6	Absence_explanation	pictures	pictures in their collections	352	360
19	118	9	Agreement_errors	provide	provides	518	525
20	118	9	Verb_pattern	provide your	provides you with	518	530
4	119	1	Punctuation	Nowadays	Nowadays,	0	8
63	119	10	Determiners	some of	some	1022	1029
67	119	10	Punctuation	and if goverenment dicide to cancer	and if the government decides to ban such films, 	1119	1154
10	119	1	Spelling	thair	their	112	117
64	119	10	Articles	goverenment	the government	1126	1137
1	119	10	Spelling	goverenment	government	1126	1137
65	119	10	Spelling	dicide	decides	1138	1144
66	119	10	Agreement_errors	dicide	decides	1138	1144
81	119	10	Absence_comp_sent	cancer	ban such films	1148	1154
80	119	10	lex_item_choice	cancer	ban such films	1148	1154
2	119	11	Spelling	goverenment	government	1215	1226
68	119	11	Articles	goverenment	the government	1215	1226
69	119	11	Articles	old restristion	the old restrictions	1254	1269
71	119	11	Spelling	restristion	restrictions	1258	1269
70	119	11	Noun_number	restristion	restrictions	1258	1269
86	119	2	Punctuation	is that	is, 	159	166
87	119	2	Redundant_comp	is that	is,	159	166
20	119	3	Absence_explanation	freedom	freedom in art	236	243
5	119	1	Spelling	talants	talents	24	31
21	119	4	Punctuation	,		254	255
76	119	4	Verb_pattern	help to artist	help an artist	276	290
18	119	4	Articles	artist	an artist	284	290
26	119	4	Tense_choice	become	will become	387	393
7	119	1	lex_item_choice	breanches	spheres	39	48
27	119	4	Articles	master	a	394	400
35	119	6	Articles	a creater	the creator	593	602
36	119	6	Spelling	creater	creator	595	602
85	119	1	Quantifiers	all of	all 	61	67
78	119	7	Linking_device	Also	At the same time,	618	622
47	119	8	Quantifiers	big amount of	a great many	676	689
8	119	1	Agreement_errors	this	these	68	72
41	119	8	lex_item_choice	generation	people	696	706
11	119	1	Spelling	talanted	talented	73	81
46	119	8	Spelling	thair	their	749	754
51	119	8	Capitalisation	Funks	funk	804	809
52	119	8	Spelling	Funks	funk	804	809
90	119	8	Noun_number	Funks	funk	804	809
59	119	9	Punctuation	and	, and	888	891
13	119	1	lex_item_choice	introduce	express	89	98
60	119	10	Articles	Next factor	The next reason	936	947
61	119	10	lex_item_choice	factor	reason	941	947
73	119	1	Spelling	themselfe	themselves	99	108
9	119	1	Agreement_errors	themselfe	themselves	99	108
6	120	1	Absence_comp_sent	chart	chart in the picture // below	10	15
3	120	2	Articles	most	the	121	125
12	120	4	Punctuation	According to the graph	according to the graph,	349	371
11	120	4	Capitalisation	According	according	349	358
4	120	1	Redundant_comp	given		4	9
1	120	1	Capitalisation	Post-school	post-school	44	55
2	120	1	Articles	Post-school qualification	the post-school	44	69
14	120	5	Absence_explanation	top percentage is in	most women have completed	480	500
2	121	1	Articles	percentage	the	45	55
9	121	4	lex_item_choice	had	was	454	457
21	121	7	Spelling	prefferece	preference	733	743
22	121	7	Articles	prefferece	the	733	743
4	121	1	lex_item_choice	got	had	77	80
24	121	7	Conjunctions	and	or	778	781
3	121	1	Spelling	defferent	different	81	90
26	121	7	Spelling	betweeng	between	826	834
8	122	3	Absence_comp_sent	if we do what he had been said it would not be art, it would be work.	and if we do what has been said it will not be art, it will be work.	481	550
9	122	3	suggestion	he		495	497
27	122	4	Prepositions	such great imagies or poems like	such great images or poems as	606	638
26	122	4	Spelling	imagies	images	617	624
31	122	5	Linking_device	All of these artists were restricted during there lifetime	Nevertheless, all these artists were restricted in their creative work during their lifetime	693	751
34	122	5	Redundant_comp	All of these	all these	693	705
10	122	1	Verb_pattern	held up	held back	70	77
32	122	5	Absence_explanation	restricted	restricted in their creative work	719	729
37	122	6	Confusion_of_structures	agressive and dangerous things for mentality of society	things that are aggressive and dangerous for the society	827	882
35	122	6	Spelling	agressive	aggressive	827	836
1	123	1	Verb_pattern	represents us	represents the information	10	23
3	123	2	Comparison_degree	most	biggest	138	142
2	123	1	Noun_number	qualifications	qualification	77	91
26	123	6	Absence_comp_sent	difference	difference in number	783	793
25	124	13	Articles	bad case	the worst-case scenario	1174	1182
24	124	13	lex_part_choice	bad case	the worst-case scenario	1174	1182
26	124	14	Articles	20th centure	the 20th century	1213	1225
2	124	14	Spelling	centure	century	1218	1225
37	124	15	Punctuation	Without creation	Without creation,	1400	1416
38	124	15	lex_item_choice	creation	art	1408	1416
10	124	5	Punctuation	In all areas of art	In all forms of art,	432	451
11	124	5	lex_item_choice	areas	forms	439	444
13	124	6	Articles	music spere	the music sphere	521	532
1	124	6	Spelling	spere	sphere	527	532
6	124	2	lex_item_choice	the exclusion	an exception	82	95
5	124	2	Articles	the exclusion	an exception	82	95
22	124	10	Articles	the cage	a cage	852	860
11	125	2	Absence_explanation	woman	women in percentage	128	133
7	125	2	Noun_number	woman	women	128	133
43	125	7	Capitalisation	Master	master's	452	458
42	125	7	Articles	Master	a master's degree	452	458
57	125	1	Absence_explanation	qualification	qualification according to gender	61	74
31	125	11	Tense_choice	needed	needs	645	651
1	125	12	Spelling	chouses	chooses	765	772
34	125	12	Tense_choice	chouses	chose	765	772
13	126	2	Relative_clause	got skilled vocational diploma mere 10%	, of whom mere 10% got skilled vocational diploma	239	278
2	126	2	Word_order	got skilled vocational diploma mere 10%	, of whom mere 10% got skilled vocational diploma 	239	278
12	126	2	Absence_comp_sent	got skilled vocational diploma mere 10%	, of whom mere 10% got skilled vocational diploma	239	278
9	126	5	Absence_comp_sent	lead postgraduate diploma	the leaders were postgraduate diploma	564	589
8	126	5	Category_confusion	lead	the leaders	564	568
7	126	5	Articles	lead	the	564	568
36	127	1	Voice	restrict	are restricted by	117	125
2	127	1	Absence_comp_sent	that	that we live	12	16
38	127	1	Absence_comp_sent	their creative	in their creative realisation	126	140
3	127	1	Relative_clause	world	world where	22	27
6	127	2	Category_confusion	creative	creativity	260	268
14	127	4	Articles	the art gallerys	art galleries	353	369
7	127	4	Spelling	gallerys	galleries	361	369
9	127	5	Articles	freedom country	a free	415	430
8	127	5	Category_confusion	freedom	free	415	422
45	127	5	Verb_pattern	get everithing for make	get everything to make	442	465
15	127	5	Spelling	everithing	everything	446	456
46	127	5	Category_confusion	live	life	470	474
16	127	5	Spelling	live	life	470	474
43	127	8	Category_confusion	second warld war	World War II	701	717
24	127	8	Spelling	warld	world	708	713
25	127	8	Capitalisation	warld war	World War	708	717
44	127	9	Absence_explanation	control them	control them only if necessary	819	831
37	127	1	Word_order	in different countries government restrict their creative	are restricted by the government in their creative realisation in different countries	83	140
32	127	10	Absence_explanation	meny talanted	there are	855	868
31	127	10	Spelling	meny	many	855	859
2	128	1	Agreement_errors	represent	represents	10	19
4	128	1	Agreement_errors	levels	level	103	109
1	128	2	Spelling	absolytely	absolute	134	144
7	128	2	Category_confusion	absolytely	absolute	134	144
3	128	1	Articles	percentage	the percentage	38	48
25	128	3	suggestion	were	was	407	411
24	128	6	Absence_explanation	post-school from men a well more in compare with women		785	839
17	128	6	Coherence	post-school from men a well more in compare with women	post-school qualification among men has a bigger number in comparison with women	785	839
60	129	10	Prepositions	another	in another	1106	1113
9	129	2	Spelling	talantes	talents	111	119
4	129	10	Spelling	sutiation	situation	1114	1123
62	129	10	Modals	may	can	1136	1139
61	129	10	Voice	may be need	can be needed	1136	1147
5	129	1	Agreement_errors	have	has	13	17
58	129	12	Modals	must to control	must control	1310	1325
6	129	1	Articles	really	a really	18	24
3	129	3	Spelling	partily	partly	189	196
19	129	4	Category_confusion	possible	possibility	300	308
20	129	4	Articles	possible	a possibility	300	308
1	129	5	Spelling	creativites ,	creativity	435	447
25	129	5	Category_confusion	creativites,	creativeness	435	447
7	129	2	Articles	The	-	58	61
27	129	5	Voice	will banned	will be banned	582	593
8	129	2	Capitalisation	people	People	62	68
28	129	6	Punctuation	For example	For example,	625	636
68	129	6	Tense_form	been beened	were frobidden	675	686
30	129	6	lex_item_choice	been beened	forbidden	675	686
2	129	6	Spelling	beened	banned	680	686
31	129	6	Articles	present time	the present time	719	731
12	129	2	Redundant_comp	to		73	75
32	129	6	Tense_choice	become	are becoming	746	752
34	129	7	Redundant_comp	But on the other hand	On the other hand	799	820
33	129	7	Ref_device	on the other hand	However	803	820
14	129	2	Articles	possible	a possibility	81	89
13	129	2	Category_confusion	possible	possibility	81	89
36	129	7	Determiners	any	all	825	828
35	129	7	Modals	may to show	can be shown	834	845
38	129	7	Voice	may to show	can be shown	834	845
43	129	8	Participial_constr	ban to show	a ban on showing	899	910
41	129	8	Articles	ban	a ban	899	902
44	129	8	Absence_comp_sent	or banned due to age.	or different pieces of art can be banned for people of certain age	928	949
70	129	8	Word_order	or banned due to age.	or different pieces of art can be banned for people of certain age	928	949
5	130	2	Punctuation	As it can be seen	As it can be seen,	123	140
3	130	1	Tense_choice	illustrate	illustrates	14	24
14	130	2	Linking_device	at the same time	while	190	206
8	130	5	Spelling	cosistuted	constituted	504	514
4	130	1	Agreement_errors	woman	women	51	56
9	130	5	Determiners	just	only	526	530
2	131	1	Coherence	to express themselves to many people	for many people to express themselves	33	69
7	131	4	Articles	the both	both	392	400
3	131	6	Word_choice	a centry before	a century ago	621	636
11	131	6	Spelling	centry	century	623	629
2	133	1	Absence_comp_sent	there many	there are many	10	20
44	133	12	Word_choice	are	picture	1055	1058
5	133	2	Conjunctions	or	and	118	120
47	133	14	Voice	should given	should be given	1183	1195
53	133	15	Absence_comp_sent	why control should be	why there	1283	1304
50	133	15	Word_order	why control should be	why there should be control	1283	1304
54	133	15	Word_order	it is many conflicts	is that there are many conflicts	1306	1326
55	133	15	Absence_explanation	it is many conflicts	is that there are many conflicts	1306	1326
6	133	2	Absence_comp_sent	that created	that was created	132	144
56	133	15	Relative_clause	, which	which	1326	1333
11	133	5	Ref_device	feeling	who	371	378
12	133	5	Absence_comp_sent	feeling	is feeling	371	378
3	133	1	Punctuation	,	.	38	39
18	133	5	Punctuation	,		382	383
35	133	8	Ref_device	On the other hand	However	686	703
4	133	1	Spelling	storyes	stories	70	77
36	133	8	Absence_comp_sent	that created	the are created	720	732
1	133	9	Spelling	politican	political	819	828
41	133	9	Category_confusion	politican	politics	819	828
65	133	9	Formational_affixes	politican	political	819	828
64	133	11	Articles	good chance	a good chance	941	952
63	133	11	Noun_inf	chance for express	chance to express	946	964
12	135	15	Word_choice	the personal choice of everybody	everybody's personal choice	1332	1364
2	135	2	Spelling	mineses	minuses	135	142
14	135	2	Modals	should government to do	government should do	161	184
13	135	2	Word_order	should government to do	government should do	161	184
17	135	6	Punctuation	"""Monoliza"""	Mona Lisa	508	518
7	135	6	Spelling	Monoliza	Mona Lisa	509	517
22	135	6	Word_choice	anything else	others	522	535
4	135	1	lex_item_choice	show	express	53	57
21	135	6	Agreement_errors	was	were	536	539
5	136	3	Prepositions	In	On	261	263
7	136	3	Ref_device	In the contrast	On the one hand,	261	276
3	136	1	Prepositions	at	of	58	60
1	136	4	Spelling	respectivetely	respectively	584	598
1	137	1	Articles	the important part	an important part	10	28
4	137	2	Word_order	it is	is it	101	106
47	137	10	Spelling	Mosckow	Moscow	1027	1034
52	137	11	Spelling	attantion	attention	1091	1100
72	137	2	Spelling	nessesary	necessary	110	119
53	137	11	Category_confusion	society	social	1109	1116
54	137	12	lex_item_choice	keep	donates	1178	1182
55	137	12	Agreement_errors	keep	donates	1178	1182
59	137	12	suggestion	take	shoots	1224	1228
61	137	12	lex_item_choice	take	shoots	1224	1228
66	137	13	Spelling	influenses	influences 	1287	1297
65	137	13	Verb_pattern	influenses on	influences 	1287	1300
5	137	3	Spelling	eximene	examine	137	144
68	137	14	Modals	must not	don't have to	1394	1402
13	137	4	Articles	the morden art	modern art	245	259
77	137	4	Spelling	morden	modern	249	255
80	137	4	suggestion	need to	needs in	260	267
14	137	4	Agreement_errors	need	needs	260	264
19	137	6	Word_order	cut themselves, harm their health and body is destroyed	harm their health - cut themselves or destroy their body in some other way	446	501
20	137	6	Voice	body is destroyed	destroy their body	484	501
21	137	6	Absence_explanation	body is destroyed	destroy their body in some other way	484	501
81	137	7	Numerals	20	20th	520	522
24	137	7	Spelling	20	20th	520	522
26	137	7	Determiners	the art	all arts	543	550
27	137	7	Noun_number	the art	all arts	543	550
2	137	2	Noun_number	goverment	goverments	61	70
73	137	2	Spelling	goverment	government	61	70
32	137	7	Relative_clause	, that	that	612	618
3	137	2	Verb_pattern	control of artists	control artists	78	96
79	137	8	Spelling	beatiful	beautiful	797	805
42	137	8	Punctuation	sush	, such	813	817
39	137	8	Spelling	sush	, such	813	817
43	137	9	Articles	the fredoom	freedom	870	881
44	137	9	Spelling	fredoom	freedom	874	881
1	138	1	Spelling	fe-males	females	67	75
15	138	7	Category_confusion	different	difference	697	706
28	139	10	Punctuation	, may	might	1367	1372
29	139	10	Modals	may	might	1369	1372
37	139	11	Articles	governments	the government	1451	1462
38	139	11	Agreement_errors	governments	government	1451	1462
31	139	11	Word_order	for all age groups of people	for people of all age	1481	1509
33	139	11	Redundant_comp	groups		1493	1499
11	139	5	Redundant_comp	completely		441	451
10	139	5	Formational_affixes	completely	complete	441	451
16	139	7	Absence_comp_sent	allowing to say their mind	allow them to speak their mind	747	773
3	139	1	lex_item_choice	say	express	75	78
17	139	7	lex_item_choice	say	speak	759	762
4	139	1	Punctuation	in their art works	, in their art works,	79	97
20	139	9	Prepositions	The	In	923	926
13	140	4	Punctuation	which chose qualifications which called Bachelor's degree	, which chose qualifications which called Bachelor's degree,	413	470
12	140	4	Relative_clause	which	who	413	418
17	140	5	Punctuation	On the other hands	On the other hand,	559	577
16	140	5	Agreement_errors	hands	hand	572	577
2	140	1	Agreement_errors	female	females	60	66
18	140	5	Absence_comp_sent	took skilled vocation diploma	who took skilled vocation diploma	607	636
19	140	5	Punctuation	took skilled vocation diploma	, who took skilled vocation diploma	607	636
5	141	2	Absence_explanation	will about	will talk about	111	121
53	141	10	Punctuation	for example	, for example,	1169	1180
55	141	10	Infinitive_constr	that eat	to eat	1208	1216
57	141	10	Punctuation	eat,	to eat	1213	1217
56	141	10	Coherence	they can go on the street to work	and they go on the streets to work,	1218	1251
6	141	2	Pronouns	this	these	122	126
7	141	2	Agreement_errors	artist	atrists	127	133
58	141	10	Word_choice	exist	choice	1277	1282
14	141	3	lex_item_choice	wouldn't be	aren't	231	242
15	141	3	Infinitive_constr	wouldn't be allowed express	aren't allowed to express	231	258
17	141	3	Absence_comp_sent	they could stop doing anything and developing yourself	they can stop developing themselves or doing anything at all for that matter	280	334
19	141	3	Modals	could	can	285	290
21	141	4	Spelling	actris	actresses	397	403
13	141	1	Tense_choice	wanted	want	40	46
23	141	5	Agreement_errors	artist	artists	456	462
24	141	5	Absence_comp_sent	because	is because	463	470
2	141	1	Infinitive_constr	express	to express	47	54
25	141	5	Articles	country	the country	499	506
3	141	1	Agreement_errors	feeling	feelings	61	68
33	141	6	Spelling	incorect	incorrect	618	626
44	141	7	Word_order	Also goverments can support	Governments can also support	754	781
1	141	7	Spelling	goverments	governments	759	769
43	141	7	Spelling	stading	studying	894	901
42	141	7	Absence_comp_sent	stading	are studying	894	901
46	141	8	Punctuation	Furthermore	Furthermore,	903	914
4	141	1	Prepositions	to	with	91	93
47	141	8	Spelling	organisate	organise	932	942
59	141	8	Formational_affixes	organisate	organise	932	942
34	142	3	Absence_comp_sent	The males part	Men received	154	168
5	142	3	Coherence	The males part	Men received 	154	168
35	142	3	Word_order	of significantly more	significantly more of them	169	190
6	142	3	Absence_comp_sent	of significantly more	significantly more of them	169	190
33	142	3	Category_confusion	femeles	women	196	203
7	142	3	Spelling	femeles	females	196	203
1	142	1	Agreement_errors	percentages	percentage	23	34
8	142	4	Word_choice	get more	was more popular among	231	239
12	142	6	Absence_comp_sent	postgraduate diploma	for the postgraduate diploma	314	334
37	142	6	Articles	postgraduate diploma	for the postgraduate diploma	314	334
21	142	7	Word_order	these men was a lot more	there were more men	398	422
18	142	7	Spelling	these	there	398	403
43	142	8	Punctuation	master's degree	with Master’s degree - 	424	439
42	142	8	Prepositions	master's degree	with Master’s degree - 	424	439
20	142	8	Capitalisation	master's	Master's	424	432
44	142	8	Word_order	received 40% femeles and 60% males	40% of female and 60% of males graduates received it	440	474
46	142	8	Absence_comp_sent	received	received it	440	448
45	142	8	Category_confusion	40% femeles and 60% males	40% of female and 60% of males graduates 	449	474
24	142	8	Spelling	femeles	females	453	460
23	142	8	Prepositions	femeles	of female	453	460
27	142	10	Articles	the diploms	diplomas	610	621
26	142	10	Spelling	diploms	diplomas	614	621
56	142	11	Word_order	70 percent were the same men a postgraduate diploma	70 percent of postgraduate diplomas were received by men, 	638	689
55	142	11	lex_item_choice	were	were received by 	649	653
30	142	11	Word_order	women undergraduate diploma	the same 70 percent of undergraduate diplomas were received by women	694	721
59	142	11	Absence_explanation	women undergraduate diploma	the same 70 percent of undergraduate diplomas were received by women	694	721
4	142	2	Absence_comp_sent	It is clear that occupies most of the skilled vocational diploma	It is clear that the favourite qualification was the skilled vocational diploma	88	152
3	142	2	Word_order	It is clear that occupies most of the skilled vocational diploma	It is clear that the favourite qualification was the skilled vocational diploma	88	152
28	143	23	Word_order	Let our children from an early age will make art.	Let our children make art from an early age	1261	1310
42	143	23	Redundant_comp	will		1296	1300
3	143	6	Articles	very popular trend	a very popular genre	288	306
33	143	6	lex_item_choice	trend	genre	301	306
5	143	7	Word_order	not some standart	some are not standard 	336	353
7	143	7	Absence_comp_sent	not	some are not	336	339
1	143	7	Spelling	standart	standard	345	353
6	143	7	lex_item_choice	standart	extraordinary	345	353
9	143	7	Word_order	DaVinche Leonardo	Leonardo da Vinci	368	385
10	143	7	Spelling	DaVinche	da Vinci	368	376
12	143	8	Determiners	all the work	all works	411	423
29	143	8	Noun_number	work	works	419	423
38	143	17	Absence_comp_sent	In movies so often happens	In movies it happens very often 	929	955
19	143	17	Word_order	In movies so often happens	In movies it happens very often.	929	955
40	143	18	Punctuation	. For	, for	977	982
21	143	19	Punctuation	For example	For example,	979	990
15	144	2	Punctuation	As can be seen from the table	As can be seen from the table,	111	140
3	144	1	Tense_form	provide	provides	14	21
7	144	2	Word_order	men had skilled vocational diploma approximately 100%	almost 100% of men had skilled vocational diploma	141	194
9	144	2	lex_item_choice	approximately	almost	176	189
10	144	2	Tense_choice	trend	trended towards	211	216
11	144	2	lex_part_choice	trend	trended towards	211	216
13	144	2	Category_confusion	near	nearly	239	243
14	144	2	Prepositions	near 70%	at nearly 70%	239	247
26	144	3	Punctuation	It is clear,	It is clear	250	262
25	144	3	Word_order	It is clear, that skilled vocational diploma in Australia the proportion of women stood at 10%, when proportion of men acount for 100%	It is clear that in Australia, while the percentage of women who got skilled vocational diploma stood only at 10%, all men managed to get it	250	384
29	144	3	Absence_comp_sent	the proportion of women stood at 10%	while the percentage of women stood only at 10%	308	344
28	144	3	lex_item_choice	proportion	percentage	312	322
30	144	3	Absence_comp_sent	when proportion of men acount for 100%	all men managet to get it	346	384
2	144	3	Spelling	acount	account	369	375
24	144	4	Absence_comp_sent	The undergraduate diploma	The number of the undergraduate diplomas	386	411
31	144	4	Agreement_errors	diploma		404	411
17	144	4	Tense_choice	campare	compared	430	437
16	144	4	Spelling	campare	compared	430	437
19	144	4	Absence_comp_sent	skilled vocationaly	skilled vocational diploma	443	462
1	144	4	Spelling	vocationaly	vocation	451	462
18	144	4	Category_confusion	vocationaly	vocational	451	462
21	144	4	Absence_explanation	bachelor's degree	the percentage of bachelor's degree	479	496
32	144	4	Capitalisation	bachelor's degree	Bachelor's degree	479	496
4	144	1	Spelling	tipes	types	50	55
22	144	4	Tense_choice	compare	compared	514	521
52	144	7	Absence_comp_sent	all qualifications	the numbers of all qualifications	734	752
5	144	1	Relative_clause	who	which	74	77
51	144	7	Word_choice	of	received by	753	755
54	144	7	Comparison_degree	biggest	are bigger	760	767
37	144	7	Absence_comp_sent	biggest	are bigger	760	767
40	144	8	Participial_constr	make	received	829	833
56	144	8	lex_item_choice	make	received	829	833
4	145	1	Redundant_comp	In		0	2
14	145	1	Absence_comp_sent	what want	what they want	100	109
60	145	10	Spelling	tallent	talent	1001	1008
61	145	10	Formational_affixes	tallent	talented	1001	1008
64	145	10	Participial_constr	think freedom	from thinking freely	1016	1029
62	145	10	Prepositions	think	from thinking	1016	1021
67	145	10	lex_item_choice	depend	the development	1084	1090
68	145	10	Articles	depend	the development	1084	1090
69	145	10	Prepositions	our world	of	1091	1100
15	145	1	Redundant_comp	to do		110	115
70	145	11	Spelling	Mayby	Maybe	1102	1107
16	145	1	Redundant_comp	greative artists		116	132
3	145	1	Spelling	greative	creative	116	124
73	145	11	Pronouns	them	their	1183	1187
76	145	12	Absence_comp_sent	that do not	that this should not	1213	1224
75	145	12	lex_item_choice	do	should	1218	1220
77	145	12	Articles	criteria	a criteria	1228	1236
78	145	12	Prepositional_noun	criteria	criteria of	1228	1236
22	145	3	Spelling	Tallent	Talented	290	297
21	145	3	Formational_affixes	Tallent	Talented 	290	297
5	145	1	Capitalisation	our	Our	3	6
7	145	1	Absence_comp_sent	who have own ideas	who have their own ideas	31	49
23	145	3	Determiners	many	a lot of	310	314
1	145	3	Spelling	amoraly	amoral	354	361
24	145	3	Formational_affixes	amoraly	amoral	354	361
30	145	5	Spelling	tallant	talented	490	497
31	145	5	Formational_affixes	tallant	talented	490	497
40	145	6	Absence_comp_sent	listen first time	listen to it for the	589	606
39	145	6	Verb_pattern	listen	listen to	589	595
42	145	6	Agreement_errors	ideas are	idea is	645	654
43	145	6	Voice	are forgot	is forgotten	651	661
2	145	7	Spelling	earlie	earlier	743	749
51	145	7	Comparison_degree	earlie	earlier	743	749
9	145	1	Agreement_errors	do not	does not	77	83
49	145	7	Tense_choice	is	was	773	775
54	145	8	lex_item_choice	compare	similar	833	840
8	145	1	lex_item_choice	freedom	allow	84	91
12	145	1	Absence_comp_sent	freedom do	allow them to do	84	94
55	145	8	Redundant_comp	simple		841	847
56	145	9	Category_confusion	forbate	forbidden	912	919
57	145	9	Spelling	forbate	forbid	912	919
10	145	1	Infinitive_constr	do	to do	92	94
52	145	9	Spelling	dengerase	dangerous	931	940
13	145	1	Redundant_comp	that		95	99
58	145	10	Negation	should be	should not	979	988
4	146	3	Ref_device	In oppozite	However,	238	249
1	146	3	Spelling	oppozite	opposite	241	249
17	146	4	Word_order	it is higher on 10% percant of women who held f Postgraduate diploma	the percentage of women, who held the postgraduate diploma is higher by 10%	426	494
13	146	4	Prepositions	on	by	439	441
18	146	5	Word_order	only has percentage of women little bit higher than men	the percentage of women is slightly higher	592	647
20	146	5	Redundant_comp	only has		592	600
25	146	6	Absence_comp_sent	a little level of women	, although a little number of women	710	733
24	146	6	lex_item_choice	level	number	719	724
7	147	1	Punctuation	In our days	In our days,	0	11
43	147	12	Prepositions	like	as	1005	1009
2	147	15	Spelling	becase	because	1154	1160
52	147	15	lex_item_choice	becase	and	1154	1160
54	147	15	lex_item_choice	do	would create	1182	1184
51	147	15	Tense_form	do	did	1182	1184
8	147	1	Articles	the modern	modern	12	22
55	147	15	Spelling	shopping	stop	1207	1215
56	147	15	Infinitive_constr	shopping	to stop	1207	1215
63	147	16	Punctuation	and if people some times don't undestande them	, and if people sometimes don't understand it,	1301	1347
60	147	16	Spelling	some times	sometimes	1315	1325
13	147	4	Ref_device	On the other hand	However,	223	240
6	147	1	Agreement_errors	arts	art	23	27
14	147	4	Articles	opinion	an opinion	250	257
16	147	4	Pronouns	there	their	285	290
9	147	1	Spelling	art house	art-houses	29	38
17	147	5	Punctuation	In my opinion	In my opinion,	341	354
67	147	8	Tense_form	understanded	understood	597	609
21	147	8	Spelling	understanded	understood	597	609
22	147	8	Punctuation	understanded	understood,	597	609
32	147	9	Word_order	for their expressionam ideas	to express their ideas	725	753
30	147	9	Prepositions	for	to	725	728
3	147	9	Spelling	expressionam	expression of	735	747
31	147	9	Category_confusion	expressionam	express	735	747
10	147	2	Modals	must	can	76	80
29	147	9	Spelling	devep	develop	779	784
1	148	1	Spelling	shous	shows	10	15
2	148	2	Agreement_errors	male	males	102	106
4	148	2	Articles	the proportion	a proportion	84	98
15	148	11	lex_item_choice	quite	almost	844	849
2	149	1	Spelling	architectors	architects	19	31
21	149	1	Category_confusion	architectors	architects	19	31
6	149	3	Modals	can	should	242	245
7	149	3	Spelling	democraty	democracy	272	281
9	149	3	Category_confusion	democraty	democratic	272	281
10	149	3	Articles	democraty world	a democratic world	272	287
15	149	3	lex_item_choice	world	society	282	287
14	149	3	Punctuation	world	world,	282	287
2	150	1	Agreement_errors	illustrate	illustrates	10	20
4	150	2	Spelling	mens	men	171	175
13	150	2	Noun_number	mens	men	171	175
7	150	3	Spelling	mens	men	424	428
14	150	3	Noun_number	mens	men	424	428
1	150	6	Spelling	outweight	outweigh	631	640
15	150	6	Formational_affixes	outweight	outweigh	631	640
34	151	15	Punctuation	As a result of that	As a result,	1070	1089
32	151	15	Redundant_comp	of that		1082	1089
8	151	2	Capitalisation	sometimes	Sometimes	143	152
41	151	19	Articles	the young creative people	young creative people	1495	1520
43	151	19	Verb_pattern	call they to improving	call them to improve	1534	1556
42	151	19	Pronouns	they	them	1539	1543
44	151	19	lex_part_choice	they	call on them	1539	1543
6	151	2	Articles	government	the government	177	187
49	151	21	Noun_number	governments	government	1787	1798
7	151	2	Noun_number	laws	the law	192	196
9	151	2	Articles	laws	the law	192	196
3	151	1	Prepositional_noun	expression	expression of	22	32
5	151	5	Agreement_errors	tend	tends	315	319
13	151	6	lex_part_choice	the exhibitions with	exhibitions of	404	424
12	151	6	Articles	the exhibitions	exhibitions	404	419
14	151	7	Category_confusion	feels	feelings	484	489
15	151	7	Absence_comp_sent	feels	their feelings	484	489
19	151	10	Tense_choice	realise	expressed	729	736
18	151	10	lex_item_choice	realise	expressed	729	736
20	151	10	Articles	a needed place	the necessary place	798	812
21	151	10	lex_item_choice	needed	necessary	800	806
25	151	12	Agreement_errors	the government have	the government has	884	903
4	151	2	Articles	the creative people	creative people	90	109
11	152	1	Word_choice	this school	these programmes	139	150
4	152	1	Spelling	illustrats	illustrates	15	25
13	152	2	Punctuation	chart	chart,	185	190
15	152	2	Category_confusion	males	men	277	282
14	152	2	Redundant_comp	males	more men	277	282
18	152	3	lex_part_choice	approximetly 20 percent	by approximately 20 percent	342	365
3	152	3	Spelling	approximetly	approximately	342	354
8	152	1	lex_item_choice	part	bar	4	8
9	152	1	Word_order	qualifications of post school	of post-school qualifications	42	71
7	152	4	Spelling	respecteeply	respectively	496	508
29	152	6	Articles	The Postgraduate	a postgraduate	589	605
24	152	6	Word_order	The Postgraduate diploma held 30 percent women and 70 percent males	30 percent of women and 70 percent of men held a postgraduate diploma	589	656
28	152	6	Capitalisation	Postgraduate	postgraduate	593	605
10	152	1	Spelling	post school	post-school	60	71
25	152	6	lex_part_choice	30 percent women	30 percent of women	619	635
26	152	6	lex_part_choice	70 percent males	70 percent of men	640	656
27	152	6	Category_confusion	males	men	651	656
30	152	7	Word_order	The Master's degree had females 40 percent and 60 percent males	40 percent of women and 60 percent of men had a Master's degree	658	721
31	152	7	Articles	The Master's degree	a Master's degree	658	677
32	152	7	Category_confusion	females 40 percent	40 percent of women	682	700
33	152	7	lex_part_choice	females 40 percent	40 percent of women	682	700
36	152	8	Word_choice	in post-school who held qualification	who held post-school qualifications	749	786
6	152	1	Spelling	Aus-tralia	aus-Australia	75	85
