mistake_id	text_id	sentence_id	mistake_type	error_span	correction	span_start	span_end	year	type
32	548	7	Comparison_degree	larger	largest	575	581	Exam2014_Task 1	Overlap
33	548	7	Articles	larger part	the largest part	575	586	Exam2014_Task 1	Overlap
1	550	1	Spelling	pie-chart	pie charts	5	14	Exam2014_Task 1	Coincide
2	550	1	Noun_number	pie-chart	pie charts	5	14	Exam2014_Task 1	Coincide
1	552	2	Spelling	15-59years	15-15-59 years	213	223	Exam2014_Task 1	Coincide
9	552	2	lex_part_choice	15-59years	15-59 years old	213	223	Exam2014_Task 1	Coincide
34	556	8	Punctuation	But other groups - childrens and old people are still differ -	But other groups, children and old people, still differ;	913	975	Exam2014_Task 1	Overlap
31	556	8	Spelling	childrens	children	932	941	Exam2014_Task 1	Overlap
37	556	8	Spelling	childrens	children	1050	1059	Exam2014_Task 1	Coincide
38	556	8	Absence_comp_sent	childrens	the number of children	1050	1059	Exam2014_Task 1	Coincide
2	558	1	Spelling	catecory	category	70	78	Exam2014_Task 1	Coincide
3	558	1	Noun_number	catecory	categories	70	78	Exam2014_Task 1	Coincide
17	560	4	lex_item_choice	project	predict	307	314	Exam2014_Task 1	Coincide
16	560	4	Verb_pattern	project	predict that	307	314	Exam2014_Task 1	Coincide
14	562	4	Redundant_comp	The level of children percentage	The percentage of children	442	474	Exam2014_Task 1	Coincide
20	562	4	Absence_comp_sent	The level of children percentage	The percentage of children in Italy	442	474	Exam2014_Task 1	Coincide
1	564	4	Spelling	diminue	decrease	494	501	Exam2014_Task 1	Coincide
5	564	4	lex_item_choice	diminue	decrease a little	494	501	Exam2014_Task 1	Coincide
13	566	5	Articles	dead rate	the death rate	458	467	Exam2014_Task 1	Overlap
12	566	5	lex_item_choice	dead	death rate	458	462	Exam2014_Task 1	Overlap
2	566	10	Spelling	constisting	consisting	850	861	Exam2014_Task 1	Coincide
25	566	10	Redundant_comp	constisting		850	861	Exam2014_Task 1	Coincide
5	568	1	Articles	possible changes	the possible changes	96	112	Exam2014_Task 1	Coincide
6	568	1	Absence_comp_sent	possible changes	show the possible changes	96	112	Exam2014_Task 1	Coincide
12	570	3	Articles	numbers	the number	315	322	Exam2014_Task 1	Coincide
13	570	3	Noun_number	numbers	number	315	322	Exam2014_Task 1	Coincide
7	572	6	Absence_comp_sent	Young and middle-aged populations	The number of young and middle-aged people	643	676	Exam2014_Task 1	Overlap
8	572	6	lex_item_choice	populations	people	665	676	Exam2014_Task 1	Overlap
8	574	3	Absence_comp_sent	two charts in 2000 year	two charts describing the situation in 2000	243	266	Exam2014_Task 1	Overlap
6	574	3	Redundant_comp	year		262	266	Exam2014_Task 1	Overlap
25	574	8	Punctuation	As it can seem	As it can be seen,	651	665	Exam2014_Task 1	Overlap
23	574	8	Voice	can seem	can be seen	657	665	Exam2014_Task 1	Overlap
24	574	8	lex_item_choice	seem	seen	661	665	Exam2014_Task 1	Overlap
29	574	10	Spelling	diclining	decline	811	820	Exam2014_Task 1	Coincide
30	574	10	Category_confusion	diclining	decline	811	820	Exam2014_Task 1	Coincide
16	576	4	Articles	people	the people	424	430	Exam2014_Task 1	Coincide
18	576	4	Absence_comp_sent	people	the number of people	424	430	Exam2014_Task 1	Coincide
65	578	2	Voice	show	is shown	102	106	Exam2014_Task 1	Coincide
63	578	2	Verb_pattern	show	shows	102	106	Exam2014_Task 1	Coincide
5	580	4	Absence_comp_sent	teens	the amount of children	343	348	Exam2014_Task 1	Coincide
6	580	4	lex_item_choice	teens	children	343	348	Exam2014_Task 1	Coincide
16	582	7	Articles	decreas	the 	773	780	Exam2014_Task 1	Coincide
17	582	7	Spelling	decreas	decrease	773	780	Exam2014_Task 1	Coincide
1	584	1	Articles	Pie chart	The pie charts	0	9	Exam2014_Task 1	Coincide
2	584	1	Noun_number	Pie chart	The pie charts	0	9	Exam2014_Task 1	Coincide
8	586	5	Word_choice	consists	comprised	390	398	Exam2014_Task 1	Coincide
9	586	5	Tense_choice	consists	comprised	390	398	Exam2014_Task 1	Coincide
3	588	2	Noun_number	ages	age	185	189	Exam2014_Task 1	Coincide
2	588	2	Articles	ages	the age	185	189	Exam2014_Task 1	Coincide
2	590	1	Articles	change	the changes	16	22	Exam2014_Task 1	Coincide
3	590	1	Noun_number	change	changes	16	22	Exam2014_Task 1	Coincide
12	592	2	Articles	age groop	the age group	164	173	Exam2014_Task 1	Overlap
13	592	2	Spelling	groop	group	168	173	Exam2014_Task 1	Overlap
78	592	2	Punctuation	"""15-59 years"""	of 15-59 years  old	174	187	Exam2014_Task 1	Overlap
14	592	2	lex_part_choice	years	years old	181	186	Exam2014_Task 1	Overlap
17	592	3	Articles	age groop	the age group	264	273	Exam2014_Task 1	Overlap
18	592	3	Spelling	groop	group	268	273	Exam2014_Task 1	Overlap
79	592	3	Punctuation	"""60 + years"""	60 + years old	274	286	Exam2014_Task 1	Overlap
21	592	3	lex_part_choice	years	years old	280	285	Exam2014_Task 1	Overlap
25	592	3	Absence_explanation	was lawe	and will be equal to	307	315	Exam2014_Task 1	Overlap
3	592	3	Spelling	lawe	lower	311	315	Exam2014_Task 1	Overlap
19	592	4	Articles	age groop	the age group	347	356	Exam2014_Task 1	Overlap
20	592	4	Spelling	groop	group	351	356	Exam2014_Task 1	Overlap
37	592	5	Spelling	groop	group	428	433	Exam2014_Task 1	Coincide
35	592	5	Absence_comp_sent	groop	of the group	428	433	Exam2014_Task 1	Coincide
13	594	5	Word_order	is predicted significant increase in number of elderly people on 18 percent	a significant increase in number of elderly people on 18 percent is predicted 	603	678	Exam2014_Task 1	Overlap
12	594	5	Articles	significant increase	a significant increase	616	636	Exam2014_Task 1	Overlap
3	596	3	Punctuation	In the charts of the first country	In the charts about the first country,	245	279	Exam2014_Task 1	Overlap
17	596	3	Prepositions	of	about	259	261	Exam2014_Task 1	Overlap
4	596	3	Spelling	persantages	percentage	291	302	Exam2014_Task 1	Coincide
6	596	3	Articles	persantages	percentage	291	302	Exam2014_Task 1	Coincide
3	598	2	Articles	population	the populations	164	174	Exam2014_Task 1	Coincide
4	598	2	Noun_number	population	populations	164	174	Exam2014_Task 1	Coincide
7	600	3	Spelling	middle-age	middle-aged	267	277	Exam2014_Task 1	Overlap
8	600	3	Articles	middle-age generation	the middle-aged generation	267	288	Exam2014_Task 1	Overlap
11	600	3	Spelling	shortaged	shortened	391	400	Exam2014_Task 1	Coincide
31	600	3	Formational_affixes	shortaged	shortened	391	400	Exam2014_Task 1	Coincide
7	602	2	lex_part_choice	years	years old	191	196	Exam2014_Task 1	Overlap
8	602	2	Punctuation	years.	years,	191	197	Exam2014_Task 1	Overlap
22	602	6	Category_confusion	increasing	the increase	514	524	Exam2014_Task 1	Overlap
23	602	6	Absence_comp_sent	increasing standard of living	the increase of the level of standard of living	514	543	Exam2014_Task 1	Overlap
24	602	7	Punctuation	In the Italy	In Italy,	546	558	Exam2014_Task 1	Overlap
25	602	7	Articles	the Italy	Italy	549	558	Exam2014_Task 1	Overlap
29	602	7	Spelling	middle age	middle-aged	600	610	Exam2014_Task 1	Coincide
30	602	7	Absence_comp_sent	middle age	middle-aged people	600	610	Exam2014_Task 1	Coincide
26	604	5	Conjunctions	which	and	659	664	Exam2014_Task 1	Coincide
27	604	5	Absence_comp_sent	which	and it 	659	664	Exam2014_Task 1	Coincide
7	606	2	Articles	populations	the populations	196	207	Exam2014_Task 1	Coincide
9	606	2	lex_item_choice	populations	people	196	207	Exam2014_Task 1	Coincide
2	608	1	Articles	projections	the projections	70	81	Exam2014_Task 1	Coincide
3	608	1	Absence_comp_sent	projections	show the projections	70	81	Exam2014_Task 1	Coincide
1	610	3	Spelling	persentages	percentages	156	167	Exam2014_Task 1	Coincide
12	610	3	Noun_number	persentages	percentage	156	167	Exam2014_Task 1	Coincide
1	612	3	Numerals	percents	percent	213	221	Exam2014_Task 1	Coincide
13	612	3	Noun_number	percents	percent	213	221	Exam2014_Task 1	Coincide
12	614	5	Articles	in 15-59 ages group	in the 15-59 years old age group	415	434	Exam2014_Task 1	Coincide
11	614	5	Absence_comp_sent	in 15-59 ages group	in the 15-59 years old age group	415	434	Exam2014_Task 1	Coincide
20	616	9	Absence_comp_sent	15-59 years people	The number of 15-59 years old people	774	792	Exam2014_Task 1	Overlap
19	616	9	lex_part_choice	years	years old	780	785	Exam2014_Task 1	Overlap
23	616	10	Absence_comp_sent	60+ aged population	the 60+ years old population	865	884	Exam2014_Task 1	Overlap
24	616	10	Articles	population	the 60+ years old population	874	884	Exam2014_Task 1	Overlap
3	618	2	Absence_comp_sent	years olds	years old people	159	169	Exam2014_Task 1	Overlap
2	618	2	Noun_number	olds	old	165	169	Exam2014_Task 1	Overlap
5	618	2	Absence_comp_sent	0-14 years olds	the amount of 0-14 years old people	242	257	Exam2014_Task 1	Overlap
6	618	2	Noun_number	olds	old	253	257	Exam2014_Task 1	Overlap
7	618	3	Spelling	Concidering	Considering 	269	280	Exam2014_Task 1	Overlap
11	618	3	Punctuation	Concidering changes in medium-ages residents	Considering the changes in the number of middle-aged residents,	269	313	Exam2014_Task 1	Overlap
8	618	3	Articles	changes	the changes	281	288	Exam2014_Task 1	Overlap
9	618	3	lex_item_choice	medium-ages	middle-aged	292	303	Exam2014_Task 1	Overlap
10	618	3	Absence_comp_sent	medium-ages residents	the number of middle-aged residents	292	313	Exam2014_Task 1	Overlap
12	618	3	Capitalisation	italian	Italian	371	378	Exam2014_Task 1	Coincide
19	618	3	Noun_number	italian	Italians	371	378	Exam2014_Task 1	Coincide
7	624	1	Absence_comp_sent	predicted	predicted information	54	63	Exam2014_Task 1	Coincide
8	624	1	Articles	predicted	the predicted information	54	63	Exam2014_Task 1	Coincide
7	626	2	Agreement_errors	are	is	143	146	Exam2014_Task 1	Coincide
8	626	2	lex_item_choice	are	is formed 	143	146	Exam2014_Task 1	Coincide
12	628	2	Absence_comp_sent	15-59 years	15-59 years old people	179	190	Exam2014_Task 1	Overlap
11	628	2	lex_part_choice	years	years old	185	190	Exam2014_Task 1	Overlap
19	628	4	Absence_comp_sent	0-14 year	the 0-14 years old age group	343	352	Exam2014_Task 1	Overlap
17	628	4	Noun_number	year	years	348	352	Exam2014_Task 1	Overlap
17	628	4	Noun_number	year	years	348	352	Exam2014_Task 1	Coincide
18	628	4	lex_part_choice	year	years old	348	352	Exam2014_Task 1	Coincide
30	630	9	Punctuation	As for people who are older than 60	As for people who are older than 60 years old,	1043	1078	Exam2014_Task 1	Overlap
29	630	9	Absence_comp_sent	60	60 years old	1076	1078	Exam2014_Task 1	Overlap
13	632	2	Spelling	middle-age	middle-aged	247	257	Exam2014_Task 1	Overlap
14	632	2	Articles	middle-age group	the middle-aged group	247	263	Exam2014_Task 1	Overlap
18	632	4	Comparison_degree	less	least	447	451	Exam2014_Task 1	Overlap
19	632	4	Articles	less part	the least part	447	456	Exam2014_Task 1	Overlap
1	632	5	Spelling	wich	which	564	568	Exam2014_Task 1	Overlap
45	632	5	Redundant_comp	wich is		564	571	Exam2014_Task 1	Overlap
50	632	6	Voice	is clear to see	is clearly seen	685	700	Exam2014_Task 1	Overlap
49	632	6	Category_confusion	clear	clearly	688	693	Exam2014_Task 1	Overlap
30	632	7	Tense_form	The middle-age group in Italy talling	The middle-aged group in Italy is falling	748	785	Exam2014_Task 1	Overlap
28	632	7	Spelling	middle-age	middle-aged	752	762	Exam2014_Task 1	Overlap
29	632	7	Spelling	talling	falling	778	785	Exam2014_Task 1	Coincide
31	632	7	Absence_comp_sent	talling	falling in number	778	785	Exam2014_Task 1	Coincide
9	634	6	Comparison_degree	more older	older 	859	869	Exam2014_Task 1	Overlap
10	634	6	Absence_comp_sent	older	older people	864	869	Exam2014_Task 1	Overlap
11	636	2	Absence_comp_sent	fifth middle-age	fifths of middle-aged 	230	246	Exam2014_Task 1	Overlap
10	636	2	Numerals	fifth	fifths	230	235	Exam2014_Task 1	Overlap
23	636	8	Spelling	If	It	508	510	Exam2014_Task 1	Overlap
25	636	8	Voice	If connected	it is connected	508	520	Exam2014_Task 1	Overlap
30	636	11	Comparison_degree	more cheaper	cheaper 	822	834	Exam2014_Task 1	Overlap
31	636	11	Articles	more cheaper country	a cheaper country	822	842	Exam2014_Task 1	Overlap
2	638	3	Spelling	middle-ages	middle-aged	280	291	Exam2014_Task 1	Overlap
4	638	3	Articles	middle-ages habitats	middle-aged habitats	280	300	Exam2014_Task 1	Overlap
1	640	1	Spelling	compering	comparing	68	77	Exam2014_Task 1	Coincide
5	640	1	Category_confusion	compering	compared	68	77	Exam2014_Task 1	Coincide
14	642	7	Articles	projection	the projections	536	546	Exam2014_Task 1	Coincide
15	642	7	Noun_number	projection	projections	536	546	Exam2014_Task 1	Coincide
5	644	10	Spelling	inquestion	in question	1023	1033	Exam2014_Task 1	Coincide
7	644	10	Articles	inquestion	in the question	1023	1033	Exam2014_Task 1	Coincide
4	648	1	Spelling	preductions	predictions	101	112	Exam2014_Task 1	Coincide
5	648	1	Articles	preductions	the predictions	101	112	Exam2014_Task 1	Coincide
1	650	1	lex_part_choice	Bra chart	The pie chart	0	9	Exam2014_Task 1	Coincide
2	650	1	Articles	Bra chart	The pie charts	0	9	Exam2014_Task 1	Coincide
14	652	3	Punctuation	in the whole	, in whole,	255	267	Exam2014_Task 1	Overlap
13	652	3	Articles	the whole	in whole	258	267	Exam2014_Task 1	Overlap
5	652	5	Spelling	aspent	absent	388	394	Exam2014_Task 1	Coincide
19	652	5	lex_item_choice	aspent	obscure	388	394	Exam2014_Task 1	Coincide
9	654	4	Articles	increasing	the increase	353	363	Exam2014_Task 1	Coincide
10	654	4	Category_confusion	increasing	increase	353	363	Exam2014_Task 1	Coincide
2	656	1	lex_item_choice	population	people	35	45	Exam2014_Task 1	Coincide
3	656	1	Articles	population	the people	35	45	Exam2014_Task 1	Coincide
10	658	4	Comparative_constr	14 years	than 14 years old	530	538	Exam2014_Task 1	Overlap
11	658	4	lex_part_choice	years	years old	533	538	Exam2014_Task 1	Overlap
18	658	8	Spelling	middle-eged	middle-aged	837	848	Exam2014_Task 1	Overlap
19	658	8	Articles	middle-eged population	the middle-aged	837	859	Exam2014_Task 1	Overlap
1	660	1	Spelling	datas	data	27	32	Exam2014_Task 1	Coincide
3	660	1	Noun_number	datas	data	27	32	Exam2014_Task 1	Coincide
1	664	6	Spelling	olders	older group	657	663	Exam2014_Task 1	Coincide
17	664	6	lex_item_choice	olders	elders	657	663	Exam2014_Task 1	Coincide
6	666	2	lex_item_choice	from	older	202	206	Exam2014_Task 1	Overlap
7	666	2	Comparative_constr	from 60	older than 60	202	209	Exam2014_Task 1	Overlap
12	666	4	Word_order	also the smallest part don't	the smallest part also does not	400	428	Exam2014_Task 1	Overlap
11	666	4	Inappropriate_register	don't	do not	423	428	Exam2014_Task 1	Overlap
11	666	4	Inappropriate_register	don't	do not	423	428	Exam2014_Task 1	Coincide
13	666	4	Agreement_errors	don't	does not	423	428	Exam2014_Task 1	Coincide
2	670	1	lex_item_choice	ages	layers of the population	36	40	Exam2014_Task 1	Coincide
3	670	1	Absence_comp_sent	ages	layers of the population according to the age	36	40	Exam2014_Task 1	Coincide
8	672	4	Absence_comp_sent	the 60+ years old	the number of 60+ years old people	326	343	Exam2014_Task 1	Overlap
9	672	4	Articles	the 60+	60+	326	333	Exam2014_Task 1	Overlap
5	676	1	Punctuation	In charts	In the charts,	0	9	Exam2014_Task 1	Overlap
4	676	1	Articles	charts	the charts	3	9	Exam2014_Task 1	Overlap
11	676	3	Articles	opposit sutuation	the opposite situation	243	260	Exam2014_Task 1	Overlap
10	676	3	Spelling	opposit	opposite	243	250	Exam2014_Task 1	Overlap
14	676	3	Absence_comp_sent	age	the age of	301	304	Exam2014_Task 1	Coincide
13	676	3	Articles	age	the age	301	304	Exam2014_Task 1	Coincide
5	682	2	Noun_number	ages	age	192	196	Exam2014_Task 1	Coincide
6	682	2	Articles	ages	the age	192	196	Exam2014_Task 1	Coincide
2	684	1	Articles	population	the populations	46	56	Exam2014_Task 1	Coincide
3	684	1	Noun_number	population	populations	46	56	Exam2014_Task 1	Coincide
3	686	1	Articles	date	the data	24	28	Exam2014_Task 1	Coincide
2	686	1	lex_item_choice	date	data	24	28	Exam2014_Task 1	Coincide
17	690	9	Word_order	also was	were also	691	699	Exam2014_Task 1	Overlap
16	690	9	Tense_form	was	were	696	699	Exam2014_Task 1	Overlap
12	692	2	Word_order	pupils desided to get post-school qualification in Australia in 1999 according to sex	pupils of either sex decided to get post-school qualification in Australia in 1999	173	258	Exam2014_Task 1	Overlap
9	692	2	Spelling	desided	decided	180	187	Exam2014_Task 1	Overlap
2	692	8	Spelling	Contraditionally	Contrary	778	794	Exam2014_Task 1	Coincide
28	692	8	Redundant_comp	Contraditionally		778	794	Exam2014_Task 1	Coincide
2	694	6	Spelling	womens	women	379	385	Exam2014_Task 1	Coincide
30	694	6	Noun_number	womens	women	379	385	Exam2014_Task 1	Coincide
7	696	2	Derivation	qualificated	qualified	168	180	Exam2014_Task 1	Coincide
1	696	2	Spelling	qualificated	qualified	168	180	Exam2014_Task 1	Coincide
2	698	1	lex_part_choice	number	percentage numbers	64	70	Exam2014_Task 1	Coincide
8	698	1	Noun_number	number	percentage numbers	64	70	Exam2014_Task 1	Coincide
3	704	4	Spelling	similary	similar	406	414	Exam2014_Task 1	Coincide
4	704	4	Formational_affixes	similary	similar	406	414	Exam2014_Task 1	Coincide
2	706	1	Spelling	womans	women	105	111	Exam2014_Task 1	Coincide
7	706	1	Noun_number	womans	women	105	111	Exam2014_Task 1	Coincide
3	708	6	Spelling	persentages	percentages	514	525	Exam2014_Task 1	Coincide
23	708	6	lex_item_choice	persentages	percent	514	525	Exam2014_Task 1	Coincide
18	712	2	Ref_device	females diploma	that of female holders	230	245	Exam2014_Task 1	Overlap
19	712	2	Category_confusion	females	female	230	237	Exam2014_Task 1	Overlap
22	712	2	Agreement_errors	are accounted by	is	250	266	Exam2014_Task 1	Coincide
21	712	2	lex_item_choice	are accounted by	is	250	266	Exam2014_Task 1	Coincide
12	726	4	lex_item_choice	Amount	The portion	264	270	Exam2014_Task 1	Coincide
13	726	4	Articles	Amount	The portion	264	270	Exam2014_Task 1	Coincide
2	728	1	Spelling	differents	difference	25	35	Exam2014_Task 1	Coincide
3	728	1	Category_confusion	differents	difference	25	35	Exam2014_Task 1	Coincide
1	736	3	Spelling	dramatical	dramatic	297	307	Exam2014_Task 1	Coincide
10	736	3	Formational_affixes	dramatical	dramatic	297	307	Exam2014_Task 1	Coincide
2	742	2	Spelling	prevailance	prevalence	353	364	Exam2014_Task 1	Coincide
4	742	2	Derivation	prevailance	prevalence	353	364	Exam2014_Task 1	Coincide
14	744	9	Confusion_of_structures	That is	There is	1111	1118	Exam2014_Task 1	Overlap
16	744	9	Agreement_errors	is	are	1116	1118	Exam2014_Task 1	Overlap
12	748	4	Absence_comp_sent	The main differences in developing	The main differences lie in the development	248	282	Exam2014_Task 1	Overlap
13	748	4	Category_confusion	developing	the developement	272	282	Exam2014_Task 1	Overlap
13	748	4	Category_confusion	developing	the developement	272	282	Exam2014_Task 1	Coincide
29	748	4	Articles	developing	the development	272	282	Exam2014_Task 1	Coincide
32	756	4	Absence_comp_sent	to	are two	303	305	Exam2014_Task 1	Coincide
12	756	4	Spelling	to	are two	303	305	Exam2014_Task 1	Coincide
13	760	1	Articles	amount	the proportion	42	48	Exam2014_Task 1	Coincide
28	760	1	lex_item_choice	amount	the proportion	42	48	Exam2014_Task 1	Coincide
9	762	7	Spelling	tendention	tendencies	826	836	Exam2014_Task 1	Coincide
10	762	7	Formational_affixes	tendention	tendencies	826	836	Exam2014_Task 1	Coincide
25	764	5	Absence_explanation	part	another part	534	538	Exam2014_Task 1	Coincide
8	764	5	Determiners	part	another part	534	538	Exam2014_Task 1	Coincide
20	770	3	Participial_constr	, illustrating	illustrating	269	283	Exam2014_Task 1	Coincide
21	770	3	Punctuation	, illustrating	illustrating	269	283	Exam2014_Task 1	Coincide
33	772	4	lex_item_choice	that	which	372	376	Exam2014_Task 1	Overlap
22	772	4	Relative_clause	that is easily noticable from the pie charts	, which is easily noticed from the pie charts,	372	416	Exam2014_Task 1	Overlap
9	772	4	Category_confusion	noticable	noticed	387	396	Exam2014_Task 1	Overlap
9	772	4	Category_confusion	noticable	noticed	387	396	Exam2014_Task 1	Coincide
1	772	4	Spelling	noticable	noticeable	387	396	Exam2014_Task 1	Coincide
25	774	1	Word_order	qualifications in Australia after school	post-school qualifications in Australia	65	105	Exam2014_Task 1	Overlap
24	774	1	Compound_word	after school	post-school	93	105	Exam2014_Task 1	Overlap
1	774	2	Spelling	outweighted	outweighed	210	221	Exam2014_Task 1	Coincide
33	774	2	Formational_affixes	outweighted	outweighed	210	221	Exam2014_Task 1	Coincide
1	776	2	Spelling	Overally	Overall	138	146	Exam2014_Task 1	Coincide
5	776	2	Formational_affixes	Overally	Overall	138	146	Exam2014_Task 1	Coincide
3	778	5	Spelling	middleaged	middle-aged	727	737	Exam2014_Task 1	Coincide
9	778	5	Punctuation	middleaged	middle-aged	727	737	Exam2014_Task 1	Coincide
14	780	6	Formational_affixes	tendence	tendency	712	720	Exam2014_Task 1	Coincide
4	780	6	Spelling	tendence	tendency	712	720	Exam2014_Task 1	Coincide
2	786	4	Spelling	tendence	tendency	542	550	Exam2014_Task 1	Coincide
5	786	4	Formational_affixes	tendence	tendency	542	550	Exam2014_Task 1	Coincide
8	3	1	Articles	high developed country	a highly developed country	112	134	Exam2015_Task 1	Overlap
9	3	1	Category_confusion	high	highly	112	116	Exam2015_Task 1	Overlap
14	3	2	Word_order	can be seeen an upward trend	an upward trend can be seen	214	242	Exam2015_Task 1	Overlap
1	3	2	Spelling	seeen	seen	221	226	Exam2015_Task 1	Overlap
18	3	4	Relative_clause	, who had nternet access,	who had Internet access	450	475	Exam2015_Task 1	Overlap
4	3	4	Spelling	nternet	Internet	460	467	Exam2015_Task 1	Overlap
22	3	5	Articles	population	the population	550	560	Exam2015_Task 1	Coincide
23	3	5	Absence_explanation	population	the population of Internet users	550	560	Exam2015_Task 1	Coincide
14	5	5	Linking_device	only 2-3% of people had acces	and only 2-3% of people from rural areas had access	428	457	Exam2015_Task 1	Coincide
13	5	5	Absence_explanation	only 2-3% of people had acces	and only 2-3% of people from rural areas had access	428	457	Exam2015_Task 1	Coincide
9	9	4	Category_confusion	continious	continuously	421	431	Exam2015_Task 1	Coincide
2	9	4	Spelling	continious	continuously	421	431	Exam2015_Task 1	Coincide
20	13	3	Prepositions	all towns	in all towns,	218	227	Exam2015_Task 1	Coincide
21	13	3	Punctuation	all towns	in all towns,	218	227	Exam2015_Task 1	Coincide
8	15	2	Articles	great amout	a great amount	119	130	Exam2015_Task 1	Overlap
1	15	2	Spelling	amout	amount	125	130	Exam2015_Task 1	Overlap
19	15	6	Numerals	15th	15	761	765	Exam2015_Task 1	Coincide
3	15	6	Spelling	15th	15	761	765	Exam2015_Task 1	Coincide
4	17	2	Prepositions	compare to	compared with	301	311	Exam2015_Task 1	Overlap
5	17	2	Tense_form	compare	compared	301	308	Exam2015_Task 1	Overlap
1	17	6	Spelling	dispite	despite	613	620	Exam2015_Task 1	Overlap
8	17	6	Prepositions	dispite of	despite	613	623	Exam2015_Task 1	Overlap
12	17	6	Punctuation	about 1927 millions	- about 1927 million,	716	735	Exam2015_Task 1	Overlap
10	17	6	Noun_number	millions	million	727	735	Exam2015_Task 1	Overlap
14	17	7	Punctuation	only about 45 millions	- only about 45 million	858	880	Exam2015_Task 1	Overlap
13	17	7	Noun_number	millions	million	872	880	Exam2015_Task 1	Overlap
21	21	4	Ref_device	Tokyo or Parsi	those of Tokyo or Paris	314	328	Exam2015_Task 1	Overlap
4	21	4	Spelling	Parsi	Paris	323	328	Exam2015_Task 1	Overlap
6	21	5	Absence_comp_sent	and serves	, and it	386	396	Exam2015_Task 1	Overlap
22	21	5	Punctuation	and	, and	386	389	Exam2015_Task 1	Overlap
12	21	8	Absence_comp_sent	should	one can 	658	664	Exam2015_Task 1	Coincide
11	21	8	Modals	should	one can	658	664	Exam2015_Task 1	Coincide
20	22	3	lex_item_choice	an amount	the percentage	365	374	Exam2015_Task 1	Coincide
19	22	3	Articles	an amount	the percentage	365	374	Exam2015_Task 1	Coincide
19	24	6	Articles	of period	of the research period	682	691	Exam2015_Task 1	Overlap
18	24	6	Absence_explanation	period	research period	685	691	Exam2015_Task 1	Overlap
24	24	6	lex_item_choice	was decreased	has become less noticeable 	824	837	Exam2015_Task 1	Overlap
32	24	6	Tense_choice	was		824	827	Exam2015_Task 1	Overlap
25	24	6	Absence_explanation	just 1,5 times more	the number of urban households provided with Internet access was just 1,5 times as big as the same number for rural households in the [end_year] year	839	858	Exam2015_Task 1	Overlap
33	24	6	Punctuation	1,5	1.5	844	847	Exam2015_Task 1	Overlap
29	24	7	lex_item_choice	so fast	as much	1029	1036	Exam2015_Task 1	Overlap
30	24	7	Absence_comp_sent	fast urban	among	1032	1042	Exam2015_Task 1	Overlap
2	26	1	Prepositional_noun	the quanlity	the quantity of	74	86	Exam2015_Task 1	Overlap
1	26	1	Spelling	quanlity	quantity	78	86	Exam2015_Task 1	Overlap
9	28	1	Absence_explanation	The bar chart below gives the information about the differences in the rate of the Internet access at home	The bar chart below gives the information about the differences between urban and rural households in the rate of the Internet access at home	0	106	Exam2015_Task 1	Overlap
8	28	1	Articles	the Internet access	Internet access	79	98	Exam2015_Task 1	Overlap
7	3	4	Spelling	raising	rising 	353	360	Exam2016_Task 1	Coincide
20	3	4	lex_item_choice	raising	rising	353	360	Exam2016_Task 1	Coincide
2	5	1	Punctuation	,		38	39	Exam2016_Task 1	Coincide
4	5	1	Relative_clause	,		38	39	Exam2016_Task 1	Coincide
10	9	2	Category_confusion	use	the usage	110	113	Exam2016_Task 1	Coincide
9	9	2	Articles	use	the usage	110	113	Exam2016_Task 1	Coincide
23	11	2	Word_order	has dramatically grown	grew dramatically	442	464	Exam2016_Task 1	Coincide
5	11	2	Tense_choice	has dramatically grown	dramatically grew	442	464	Exam2016_Task 1	Coincide
25	13	2	Tense_choice	are	was	253	256	Exam2016_Task 1	Coincide
4	13	2	Agreement_errors	are	was	253	256	Exam2016_Task 1	Coincide
5	19	3	Articles	approximately two-time increase	an approximately	369	400	Exam2016_Task 1	Overlap
4	19	3	Numerals	two-time	twofold	383	391	Exam2016_Task 1	Overlap
7	19	6	Articles	three-times increase	a threefold increase	818	838	Exam2016_Task 1	Overlap
8	19	6	Numerals	three-times	threefold	818	829	Exam2016_Task 1	Overlap
9	19	7	Articles	steady upwarg trend	a steady upward trend	954	973	Exam2016_Task 1	Overlap
3	19	7	Spelling	upwarg	upward	961	967	Exam2016_Task 1	Overlap
39	25	3	Articles	an decktop access	desktop access	246	263	Exam2016_Task 1	Overlap
1	25	3	Spelling	decktop	desktop	249	256	Exam2016_Task 1	Overlap
14	25	8	Tense_choice	is equal	had an equal popularity rate	954	962	Exam2016_Task 1	Coincide
40	25	8	Absence_explanation	is equal	had an equal popularity rate	954	962	Exam2016_Task 1	Coincide
10	29	4	Category_confusion	stedialy	steady	407	415	Exam2016_Task 1	Coincide
4	29	4	Spelling	stedialy	steadily 	407	415	Exam2016_Task 1	Coincide
15	31	7	Tense_choice	think	thought	855	860	Exam2016_Task 1	Coincide
17	31	7	Verb_pattern	think	thought that	855	860	Exam2016_Task 1	Coincide
1	33	2	Agreement_errors	makes	make	234	239	Exam2016_Task 1	Coincide
2	33	2	Tense_choice	makes	made	234	239	Exam2016_Task 1	Coincide
12	35	4	Linking_device	To speak about the second one	Speaking about the second one,	797	826	Exam2016_Task 1	Coincide
19	35	4	Punctuation	To speak about the second one	Speaking about the second one,	797	826	Exam2016_Task 1	Coincide
24	39	2	Punctuation	and	, while	269	272	Exam2016_Task 1	Coincide
